,user_id,minutesPassed,Purity,randIndex,NMI,numDocsLabeled,sLDAUpFreq,group
56,69.0,61.0,0.6685466377440347,0.2172786708905909,0.3668536864061374,127.0,0.0,LDA
57,70.0,5.0,0.2125813449023861,0.0290918989969391,0.0484747843527266,4.0,0.0,sLDA
58,70.0,6.0,0.2351409978308026,0.0396412204435818,0.0721115354894924,4.0,1.0,sLDA
59,70.0,7.0,0.2906724511930585,0.0535767202265963,0.0882675242491989,6.0,1.0,sLDA
60,70.0,8.0,0.2932754880694143,0.0709843011528017,0.1140324949445876,7.0,2.0,sLDA
61,70.0,9.0,0.3449023861171366,0.0871699790785921,0.1324482898653445,8.0,3.0,sLDA
62,70.0,10.0,0.3496746203904555,0.0781511258002968,0.1632465416151744,9.0,3.0,sLDA
63,70.0,11.0,0.358351409978308,0.0833620845261263,0.1640930880995487,11.0,4.0,sLDA
64,70.0,12.0,0.4247288503253796,0.1050319299426685,0.1844672262176667,13.0,4.0,sLDA
65,70.0,13.0,0.4247288503253796,0.1178899519341951,0.1844672262176667,13.0,5.0,sLDA
66,70.0,14.0,0.4342733188720173,0.1362231573007245,0.2230235903378632,15.0,5.0,sLDA
67,70.0,15.0,0.4464208242950108,0.1096288154566893,0.256872768037107,17.0,6.0,sLDA
68,70.0,16.0,0.4494577006507592,0.1198586219022432,0.2329703289752885,19.0,6.0,sLDA
69,70.0,17.0,0.4789587852494577,0.1406828880572184,0.2327241770131889,22.0,7.0,sLDA
70,70.0,18.0,0.4876355748373102,0.1382889856742395,0.24228903896546,23.0,7.0,sLDA
71,70.0,19.0,0.4971800433839479,0.1419987316830015,0.2585012087934045,24.0,8.0,sLDA
72,70.0,20.0,0.5075921908893709,0.1630906333775291,0.2846157876715579,28.0,8.0,sLDA
73,70.0,21.0,0.5010845986984815,0.1591176551947598,0.2655864559715794,30.0,9.0,sLDA
74,70.0,22.0,0.4872017353579175,0.1670997937985311,0.2674777463717602,31.0,9.0,sLDA
75,70.0,23.0,0.5041214750542299,0.1669413721055594,0.2820178588818599,31.0,10.0,sLDA
76,70.0,24.0,0.5379609544468547,0.1553961253087201,0.2986417463235516,31.0,10.0,sLDA
77,70.0,25.0,0.5379609544468547,0.1672677718837783,0.3031033722946683,33.0,10.0,sLDA
78,70.0,26.0,0.528416485900217,0.154383341947618,0.2852687334690915,34.0,11.0,sLDA
79,70.0,27.0,0.5344902386117136,0.1549432930392238,0.2816785765701002,36.0,11.0,sLDA
80,70.0,28.0,0.5392624728850325,0.1595145843548855,0.279431802901069,38.0,11.0,sLDA
81,70.0,29.0,0.5600867678958785,0.1710764990140067,0.3005884974750258,39.0,12.0,sLDA
82,70.0,30.0,0.5531453362255966,0.1624395939353278,0.2864829761459877,42.0,12.0,sLDA
83,70.0,31.0,0.5635574837310195,0.1729796692116682,0.2925067557838706,44.0,12.0,sLDA
84,70.0,32.0,0.5635574837310195,0.1737757614876509,0.297286652347329,44.0,13.0,sLDA
85,70.0,33.0,0.5635574837310195,0.1686331657416948,0.3038913783910417,46.0,13.0,sLDA
86,70.0,34.0,0.5509761388286334,0.1746299928768945,0.3077875982716267,49.0,13.0,sLDA
87,70.0,35.0,0.5531453362255966,0.1580182716309095,0.2974165269275545,52.0,14.0,sLDA
88,70.0,36.0,0.5462039045553145,0.1743452768115701,0.2966250152569311,54.0,14.0,sLDA
89,70.0,37.0,0.5613882863340564,0.1752046799352778,0.3021242038181898,55.0,14.0,sLDA
90,70.0,38.0,0.5704989154013015,0.1865686243343545,0.3116968484056162,57.0,15.0,sLDA
91,70.0,39.0,0.5726681127982647,0.1598379012638635,0.3039231220872458,60.0,15.0,sLDA
92,70.0,40.0,0.5739696312364425,0.1584987958849171,0.2987909123088368,62.0,15.0,sLDA
93,70.0,41.0,0.6056399132321041,0.178462856714865,0.3119537378230416,65.0,15.0,sLDA
94,70.0,42.0,0.5952277657266811,0.1422115644428449,0.3119537378230416,67.0,16.0,sLDA
95,70.0,43.0,0.6004338394793927,0.1520433570011589,0.3235455429151351,69.0,16.0,sLDA
96,70.0,44.0,0.5900216919739696,0.1749668587712501,0.3178273933678358,71.0,16.0,sLDA
97,70.0,45.0,0.5956616052060738,0.1681781050166766,0.3132284861756488,73.0,17.0,sLDA
98,70.0,46.0,0.5904555314533623,0.1652680556875871,0.3115480539701217,75.0,17.0,sLDA
99,70.0,47.0,0.6047722342733188,0.1655279456170356,0.3061117435646269,77.0,17.0,sLDA
100,70.0,48.0,0.5761388286334056,0.1467546948845778,0.3014168625207655,79.0,17.0,sLDA
101,70.0,49.0,0.5652928416485901,0.1466441776932555,0.2956039491808696,81.0,18.0,sLDA
102,70.0,50.0,0.5657266811279826,0.1486321217786091,0.3048766536674394,83.0,18.0,sLDA
103,70.0,51.0,0.5865509761388287,0.1585674366576266,0.3148259694653373,84.0,18.0,sLDA
104,70.0,52.0,0.6017353579175705,0.1659045366556789,0.3042087326622562,85.0,18.0,sLDA
105,70.0,53.0,0.6060737527114968,0.1728619777569948,0.3090225544716981,87.0,18.0,sLDA
106,70.0,54.0,0.6091106290672451,0.1557726326129262,0.3090225544716981,90.0,19.0,sLDA
107,70.0,55.0,0.6104121475054229,0.1573357746834205,0.3090225544716981,90.0,19.0,sLDA
108,70.0,56.0,0.6056399132321041,0.1654135410636601,0.3355523252630178,92.0,19.0,sLDA
109,70.0,57.0,0.6065075921908893,0.1601678242182751,0.3197027024553165,93.0,20.0,sLDA
110,70.0,58.0,0.6060737527114968,0.1435434922417232,0.2988633828426292,95.0,20.0,sLDA
111,70.0,59.0,0.5960954446854664,0.1440333786349837,0.3124500426785374,98.0,20.0,sLDA
112,70.0,60.0,0.603470715835141,0.1449214888823542,0.3196150805791432,100.0,20.0,sLDA
113,70.0,61.0,0.6095444685466378,0.1533858901023405,0.3207664289834995,101.0,21.0,sLDA
114,67.0,5.0,0.2785249457700651,0.0642973265761933,0.0979721172872042,5.0,0.0,CTM
115,67.0,6.0,0.3197396963123644,0.0744412617004544,0.135103996742547,7.0,0.0,CTM
116,67.0,7.0,0.3592190889370932,0.1054740463964764,0.1627804895693058,8.0,0.0,CTM
117,67.0,8.0,0.3921908893709327,0.1100748233506523,0.1913072882124648,10.0,0.0,CTM
118,67.0,9.0,0.4321041214750542,0.1270560486031701,0.221723581556149,12.0,0.0,CTM
119,67.0,10.0,0.4368763557483731,0.1271857515625389,0.2349922785066329,13.0,0.0,CTM
120,67.0,11.0,0.5080260303687636,0.1866711031188347,0.2816673673362185,14.0,0.0,CTM
121,67.0,12.0,0.5288503253796095,0.1866711031188347,0.2882472317917063,15.0,0.0,CTM
122,67.0,13.0,0.5375271149674621,0.1866711031188347,0.3127303863841584,17.0,0.0,CTM
123,67.0,14.0,0.5661605206073753,0.1899497609527789,0.3223088123243132,17.0,0.0,CTM
124,67.0,15.0,0.5809110629067246,0.19235020850288,0.3396336271476342,19.0,0.0,CTM
125,67.0,16.0,0.5774403470715835,0.1918723804400016,0.3490957890007651,21.0,0.0,CTM
126,67.0,17.0,0.6242950108459869,0.2024876486406244,0.3712952290443899,22.0,0.0,CTM
127,67.0,18.0,0.6616052060737527,0.215432277416577,0.398064764841087,23.0,0.0,CTM
128,67.0,19.0,0.6737527114967462,0.2230591812034772,0.4091889362775093,24.0,0.0,CTM
129,67.0,20.0,0.6863340563991324,0.2168937326254436,0.4153251196153466,26.0,0.0,CTM
130,67.0,21.0,0.6876355748373102,0.2196955441083263,0.4254635283294123,28.0,0.0,CTM
131,67.0,22.0,0.6893709327548807,0.2130748749175255,0.427985699799143,30.0,0.0,CTM
132,67.0,23.0,0.692407809110629,0.2179571251965745,0.4345154850723118,34.0,0.0,CTM
133,67.0,24.0,0.6915401301518438,0.2205509725995222,0.4380882769523115,35.0,0.0,CTM
134,67.0,25.0,0.70412147505423,0.2254846144989329,0.4437307183270775,39.0,0.0,CTM
135,67.0,26.0,0.7080260303687635,0.2274053399282478,0.4486723935394615,41.0,0.0,CTM
136,67.0,27.0,0.7136659436008677,0.2338478184472376,0.441905197569243,44.0,0.0,CTM
137,67.0,28.0,0.7175704989154013,0.2228703519570035,0.4499500725378162,46.0,0.0,CTM
138,67.0,29.0,0.7188720173535792,0.2303668500083163,0.4404140107597996,49.0,0.0,CTM
139,67.0,30.0,0.7245119305856833,0.2378872062760929,0.4467157045160211,51.0,0.0,CTM
140,67.0,31.0,0.7180043383947939,0.2407235409633883,0.4427514559055989,53.0,0.0,CTM
141,67.0,32.0,0.7232104121475055,0.2407235409633883,0.4450594634751785,54.0,0.0,CTM
142,67.0,33.0,0.7275488069414316,0.2407235409633883,0.4496529376835491,55.0,0.0,CTM
143,67.0,34.0,0.7301518438177874,0.2407235409633883,0.4468369387563919,57.0,0.0,CTM
144,67.0,35.0,0.7301518438177874,0.2313872345643139,0.4488763246127856,59.0,0.0,CTM
145,67.0,36.0,0.7331887201735358,0.2445977211643186,0.448838620091679,60.0,0.0,CTM
146,67.0,37.0,0.7370932754880695,0.2382665977348386,0.4511741960850226,62.0,0.0,CTM
147,67.0,38.0,0.735357917570499,0.2451881987946106,0.4483435987401551,64.0,0.0,CTM
148,67.0,39.0,0.7366594360086768,0.2496710978375112,0.4524486963037691,66.0,0.0,CTM
149,67.0,40.0,0.7418655097613883,0.2626109550789599,0.4469218128920411,68.0,0.0,CTM
150,67.0,41.0,0.7362255965292842,0.2485395595672051,0.4415204065973362,70.0,0.0,CTM
151,67.0,42.0,0.7396963123644251,0.2591514971740832,0.4464631527441254,71.0,0.0,CTM
152,67.0,43.0,0.737527114967462,0.2712146711724871,0.4464631527441254,72.0,0.0,CTM
153,67.0,44.0,0.7370932754880695,0.2805951546093929,0.4502443460179555,75.0,0.0,CTM
154,67.0,45.0,0.7401301518438178,0.2790992406234206,0.4499789062362887,77.0,0.0,CTM
155,67.0,46.0,0.7483731019522777,0.2737519131679331,0.4458465060224527,79.0,0.0,CTM
156,67.0,47.0,0.7462039045553145,0.2738844734789754,0.4416011637486291,81.0,0.0,CTM
157,67.0,48.0,0.7470715835140997,0.2727102680395999,0.4414214474919805,82.0,0.0,CTM
158,67.0,49.0,0.7414316702819956,0.2639515614885233,0.4437094666987263,82.0,0.0,CTM
159,67.0,50.0,0.7453362255965292,0.2590673569075716,0.4402024160556806,83.0,0.0,CTM
160,67.0,51.0,0.7427331887201736,0.2590673569075716,0.4402024160556806,84.0,0.0,CTM
161,67.0,52.0,0.7453362255965292,0.2601003932143219,0.4368192830187589,87.0,0.0,CTM
162,67.0,53.0,0.7418655097613883,0.2574763296205558,0.4384734546416728,87.0,0.0,CTM
163,67.0,54.0,0.7436008676789588,0.2582922225981971,0.4360976365984685,90.0,0.0,CTM
164,67.0,55.0,0.7392624728850326,0.2542297410203906,0.436538852054649,92.0,0.0,CTM
165,67.0,56.0,0.7427331887201736,0.2384809642910682,0.433624272494916,95.0,0.0,CTM
166,67.0,57.0,0.7418655097613883,0.2384809642910682,0.4272049158400701,100.0,0.0,CTM
167,67.0,58.0,0.7383947939262473,0.2384945585502294,0.4374317113039788,102.0,0.0,CTM
168,67.0,59.0,0.7457700650759219,0.2543764853229946,0.432807673340702,105.0,0.0,CTM
169,67.0,60.0,0.7414316702819956,0.2524731493664948,0.4336703373078059,108.0,0.0,CTM
170,67.0,61.0,0.7509761388286335,0.274262182981302,0.4404999502898567,110.0,0.0,CTM
171,64.0,5.0,0.2238611713665943,0.0243044263135445,0.0567126815336752,6.0,0.0,NONE
172,64.0,6.0,0.2490238611713666,0.0287962345069276,0.0606752190014365,7.0,0.0,NONE
173,64.0,7.0,0.2720173535791757,0.0341622104853649,0.0708151494958733,9.0,0.0,NONE
174,64.0,8.0,0.2867678958785249,0.0418978385761808,0.0877711909488494,10.0,0.0,NONE
175,64.0,9.0,0.3088937093275488,0.0478402446840223,0.0877880405195707,11.0,0.0,NONE
176,64.0,10.0,0.3088937093275488,0.0494937378488626,0.0917734482531865,13.0,0.0,NONE
177,64.0,11.0,0.3088937093275488,0.0575695122753432,0.1144187063411573,16.0,0.0,NONE
178,64.0,12.0,0.3284164859002169,0.0592689880531784,0.1144187063411573,16.0,0.0,NONE
179,64.0,13.0,0.3266811279826464,0.0621841625830091,0.1144187063411573,19.0,0.0,NONE
180,64.0,14.0,0.3314533622559653,0.0635866346240623,0.1144187063411573,20.0,0.0,NONE
181,64.0,15.0,0.3553145336225596,0.0661366384559998,0.1264101782685921,22.0,0.0,NONE
182,64.0,16.0,0.3561822125813449,0.0661366384559998,0.1264101782685921,23.0,0.0,NONE
183,64.0,17.0,0.3592190889370932,0.0742170704916199,0.1474797647978953,25.0,0.0,NONE
184,64.0,18.0,0.3592190889370932,0.0712284882906841,0.1474797647978953,26.0,0.0,NONE
185,64.0,19.0,0.3639913232104121,0.0712284882906841,0.1500827769564483,28.0,0.0,NONE
186,64.0,20.0,0.3657266811279826,0.0712284882906841,0.1476832451664136,28.0,0.0,NONE
187,64.0,21.0,0.3852494577006508,0.0787452687012379,0.1523493270952035,29.0,0.0,NONE
188,64.0,22.0,0.386117136659436,0.0761343695042854,0.1538002034560694,31.0,0.0,NONE
189,64.0,23.0,0.389587852494577,0.0796370963345429,0.1554695444068752,34.0,0.0,NONE
190,64.0,24.0,0.3822125813449024,0.079584031882155,0.1623728629807119,34.0,0.0,NONE
191,64.0,25.0,0.393058568329718,0.0831960941191144,0.1614944118877306,35.0,0.0,NONE
192,64.0,26.0,0.4108459869848156,0.0827435103947514,0.1662789248872294,37.0,0.0,NONE
193,64.0,27.0,0.4013015184381778,0.0816626201706151,0.1613741185027453,37.0,0.0,NONE
194,64.0,28.0,0.3960954446854663,0.0744163158714175,0.1685113162329412,39.0,0.0,NONE
195,64.0,29.0,0.4117136659436008,0.0809674529619225,0.164379189388229,41.0,0.0,NONE
196,64.0,30.0,0.4229934924078091,0.0826443132280673,0.1616884074734728,43.0,0.0,NONE
