user_id,purity,randIndex,NMI,doc_id,sLDAUpFreq,recommendID,numDocsLabeled,group
1,0.1878524945770065,0.0227968174860296,0.034964868057033,1309.0,0.0,1058.0,2,LDA
1,0.2134490238611713,0.0324147596159971,0.0644940125624018,1058.0,0.0,564.0,3,LDA
1,0.2255965292841648,0.0336189815563856,0.0682553625327223,564.0,0.0,881.0,4,LDA
1,0.2416485900216919,0.0457230070538132,0.0826781329098347,881.0,0.0,1471.0,5,LDA
1,0.2685466377440347,0.0454319254624699,0.0887424647224576,1471.0,0.0,1282.0,6,LDA
1,0.2859002169197397,0.0538649400554467,0.1030066385291944,1282.0,0.0,1482.0,7,LDA
1,0.316702819956616,0.0654114424729855,0.1189196934589497,1482.0,0.0,1482.0,8,LDA
1,0.3462039045553145,0.091437109914698,0.1416700978340047,1482.0,0.0,1132.0,9,LDA
1,0.3683297180043384,0.0944221218070466,0.1602789170766093,1132.0,0.0,1532.0,10,LDA
1,0.4112798264642082,0.1114145783795313,0.1747848442901812,1532.0,0.0,881.0,11,LDA
1,0.4255965292841648,0.121723639907946,0.1936591661397088,1132.0,0.0,969.0,12,LDA
1,0.4381778741865509,0.1302417307000493,0.206026034841834,969.0,0.0,881.0,13,LDA
1,0.4529284164859002,0.1307712575446946,0.2094418264395496,881.0,0.0,1547.0,14,LDA
1,0.4642082429501085,0.1348451307065533,0.2202609319259465,1547.0,0.0,1482.0,15,LDA
1,0.4733188720173535,0.1324888713207503,0.2270563379005341,1482.0,0.0,1390.0,16,LDA
1,0.4837310195227766,0.1394982725531625,0.2399562097880698,1390.0,0.0,1547.0,17,LDA
1,0.5140997830802603,0.151608921117853,0.2540934652559846,1547.0,0.0,997.0,18,LDA
1,0.5106290672451194,0.1498899395678171,0.2552594640697697,997.0,0.0,1257.0,19,LDA
1,0.5158351409978308,0.1528669205835107,0.2609441553536116,997.0,0.0,997.0,20,LDA
1,0.5101952277657267,0.148327934216999,0.2617687790149112,997.0,0.0,1151.0,21,LDA
1,0.5206073752711496,0.1576238900874994,0.2745867429997162,1482.0,0.0,1180.0,22,LDA
1,0.5388286334056399,0.165302461680483,0.284640305697745,1180.0,0.0,1133.0,23,LDA
1,0.5522776572668113,0.16428305720359,0.296307802025097,1133.0,0.0,1180.0,24,LDA
1,0.5731019522776573,0.1688096958808196,0.3108300157977751,1180.0,0.0,1133.0,25,LDA
1,0.5817787418655097,0.1765520476897488,0.3153116674732047,1133.0,0.0,874.0,26,LDA
1,0.5856832971800434,0.1917419853629339,0.3323450034150236,874.0,0.0,1180.0,27,LDA
1,0.6151843817787419,0.1998197052985727,0.3518834871060076,1180.0,0.0,979.0,28,LDA
1,0.6251626898047722,0.2039112217143146,0.3681168411068243,979.0,0.0,1141.0,29,LDA
1,0.6481561822125813,0.2099700882228816,0.3728069412086621,1141.0,0.0,1311.0,30,LDA
1,0.6420824295010846,0.2111321485322783,0.3852726620589892,1311.0,0.0,1297.0,31,LDA
1,0.6503253796095445,0.2037561005526223,0.3814953117255398,1297.0,0.0,451.0,32,LDA
1,0.6511930585683298,0.202216825169623,0.3885080575915593,393.0,0.0,1088.0,33,LDA
1,0.652060737527115,0.2052254754180275,0.3866124860101075,1088.0,0.0,336.0,34,LDA
1,0.652060737527115,0.2011996394354125,0.3798812700957808,336.0,0.0,794.0,35,LDA
1,0.6468546637744035,0.1987109579766981,0.3760701434149914,800.0,0.0,467.0,36,LDA
1,0.6468546637744035,0.2003118181171578,0.3728757013686206,467.0,0.0,1109.0,37,LDA
1,0.647288503253796,0.2017341696664315,0.3737288984401819,1109.0,0.0,1395.0,38,LDA
1,0.6464208242950108,0.1964480170935334,0.3735782119827485,1395.0,0.0,1285.0,39,LDA
1,0.6394793926247289,0.1979435812132197,0.3791621466976944,1285.0,0.0,1217.0,40,LDA
1,0.6425162689804772,0.2022321148089711,0.3589060672116598,956.0,0.0,1302.0,41,LDA
1,0.6442516268980477,0.2015909931128441,0.3673017803136206,1302.0,0.0,1539.0,42,LDA
1,0.641648590021692,0.1965175140722609,0.3654465866187529,1512.0,0.0,979.0,43,LDA
1,0.6455531453362255,0.1995626250350965,0.3615014393306237,979.0,0.0,1453.0,44,LDA
1,0.6390455531453362,0.1994752201081889,0.3591549228128626,1539.0,0.0,1343.0,45,LDA
1,0.6377440347071583,0.1990858795126642,0.3637106039856793,1343.0,0.0,457.0,46,LDA
1,0.6338394793926247,0.1977510804761222,0.3632423505524659,457.0,0.0,1297.0,47,LDA
1,0.6386117136659436,0.199108572456314,0.3655988218834367,1297.0,0.0,820.0,48,LDA
1,0.6377440347071583,0.1931959736147432,0.3648976550615265,820.0,0.0,1282.0,49,LDA
1,0.6338394793926247,0.1999926222635848,0.3579300319843263,1282.0,0.0,1343.0,50,LDA
1,0.6438177874186551,0.1983314550902871,0.368547070912586,1175.0,0.0,929.0,51,LDA
1,0.6364425162689805,0.1936623796233294,0.3669006920464947,929.0,0.0,909.0,52,LDA
1,0.6403470715835141,0.2003110135354689,0.3564656180591494,822.0,0.0,781.0,53,LDA
1,0.6429501084598699,0.1978563118395199,0.3713461438520396,683.0,0.0,1225.0,54,LDA
1,0.6364425162689805,0.1962083948185131,0.3599338770215488,1282.0,0.0,1304.0,55,LDA
1,0.6377440347071583,0.1969612432779292,0.3599315745750089,1304.0,0.0,1367.0,56,LDA
1,0.6329718004338395,0.1916524536409776,0.3576084166894463,1205.0,0.0,1134.0,57,LDA
1,0.6295010845986985,0.1831455687201271,0.3571709593751555,1132.0,0.0,1180.0,58,LDA
1,0.6303687635574837,0.1942097374842152,0.359214569876361,1180.0,0.0,1068.0,59,LDA
1,0.6321041214750542,0.1924057723557971,0.3587078457492252,996.0,0.0,1137.0,60,LDA
1,0.63470715835141,0.191936948745434,0.3632941963890948,1137.0,0.0,1109.0,61,LDA
1,0.641648590021692,0.1918767119020078,0.3620302186905897,1137.0,0.0,762.0,62,LDA
1,0.6386117136659436,0.1915193196019943,0.3705771190523912,544.0,0.0,1020.0,63,LDA
