user_id,recommendID,viewID,action
1,78,78,click
1,78,78,click
1,470,78,label
1,470,470,click
1,470,470,click
1,470,470,click
1,1939,470,label
1,1939,1939,click
1,1939,1939,click
1,1939,1939,click
1,137,1939,label
1,137,137,click
1,137,137,click
1,137,None,None
